,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
603,604,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1229385600,"One bite and you'll become a ""chippoisseur""",i 'm addicted to salty tangy flavors so when i opened first bag of sea & kettle brand i knew i had a perfect complement to vegetable trays of cucumber carrot celery cherry skip the dip ; balance the tangy by alternating bites of vegetable. as an oregonian i 'm proud to share delectable snacks with friends especially those living outside our state n't experienced gourmet i tell kettle brand does for potato what microbrews did for beer. kettle brand potato unmistakable -- a light color rich flavor amazing crunch kettle brand also a healthier snacking option than the major chip brands kettle brand do n't trans fats msg or artificial flavors colorings the company also a line of organic potato all of their products certified kosher. i also recommend a href= http : //www.amazon.com/gp/product/b000g6mbv4 kettle honey dijon /a a href= http : //www.amazon.com/gp/product/b000g6q4gm kettle spicy thai /a annette solomon a reporter for the salem statesman journal recently noted that a glass of wine goes nicely with solomon wrote ... you could be missing out on a wonderful pairing spicy so you would want to select a semi-sweet white wine also a moderate amount of acid will subdue the strong flavors of ginger lime cilantro without over-powering classically a german-style riesling fits parameters perfectly
604,605,B000G6RYNE,A2TMSO255FQBBU,Brian H. Goldberg,1,1,5,1218758400,Some of the best chips anywhere,kettle thicker crunchier ( though greasier at times ) than other the honey dijon flavor is great they do n't the overwhelming salty taste some cheaper the 2oz size is great for an adult size snack
605,606,B000G6RYNE,A20ORC60J05BP3,M. Novak,1,1,5,1217289600,the defacto standard for Salt and Vinegar chips,i 've always liked but most of the the stronger flavor was at the bottom of the bag not with the is right from the first chip doesnt stop until you 've finished the bag very addictive if you like the ultimate nothing else compares
606,607,B000G6RYNE,AYSEXV27DPQ3E,"Jilla ""Jilla""",1,1,5,1217203200,Yummy!,tasted good spicy those that do n't like spicy should stay away from this for the price paid very good buy
607,608,B000G6RYNE,AX668BUQRHI7C,stephie,1,1,4,1216598400,Delicious!,seriously delicious especially if you like plain potato only concern is they 're very oily i understand they 're kettle they 're fried ( small batches all ) but when you open the bag ( that 's another thing very strong bag ! need scissors ! ) there 's a coating of on the inside of the bag on the themselves i suggest a blot/shake on some paper towels before consuming either way they a yummy potato taste very satisfying crunch delicious !
608,609,B000G6RYNE,A3MPHBL698EET7,Alex D. Berg,1,1,5,1215475200,"Lightly salted, yet tasty",this bags very difficult to open with the aid of some tool such as scissors do n't even try without scissors. they crispy taste like that n't advertised as being salted they definitely n't healthy because i feel the grease all over fingers when eating i see the grease at the bottom of the bag too. they high-quality deserve to be put on your table
609,610,B000G6RYNE,A1LA5T5SXLGFZQ,"Halcyon Moses ""GoGreenMart&More.com""",1,1,5,1215129600,YUMMY!,kettle foods inc. makes the best tasting potato i 've ever eaten with a variety of flavors from classic barbeque to their unique spicy thai you 'll find the right flavor for your mouth not only do they taste wonderful but all-natural in safflower or sunflower for zero cholesterol. but why is it a gogreenmart & more product of the ? kettle foods inc. is a green giant a company highlighted for their environmental practices they convert waste oils to biodiesel to power some of their company cars a roof-top solar panel system creates 120000kwh annually for production they offset 100 % of their additional u.s. energy usage by buying renewable energy credits not only their efforts for the future but they care for the present by rejuvenate a neighboring 2 acre wetland eco-system during recent building construction they earned a rating from leadership in energy environmental design ( leed ) now your mouth will thank you so will the environment
610,611,B000G6RYNE,A2YKWYC3WQJX5J,"Shannie ""Shan""",1,1,5,1212451200,Caution: Kettle Chips are addictive!,really amazing do n't be put off by one of the cheeses being blue cheese ... it is so subtle that even blue cheese haters ( like me ) will enjoy
611,612,B000G6RYNE,A1JBB01LAK69LV,Rubyred,1,1,4,1212105600,The chip with a kiss of salt,delectably delicious i on a low sodium diet i did n't to give up totally something that i truely love to snack bursting with flavor you ca n't really tell they missing all that there is just a kiss on a chip but beleive me it is a total makeout ! ! !
612,613,B000G6RYNE,AKMEY1BSHSDG7,J. Arena,1,1,5,1202774400,Crunch. Wow!,not too salty like regular supermarket this is a snack that will not overwhelm you with guilt ! when you just got ta some kettle lightly salted the what you 've searching for. there 's no cholesterol no trans fats no artificial anything -- because of the manufacturing process they actually seem to kind of a home-made quality. this is an excellent product !
613,614,B000G6RYNE,A2F7GUZ4UMVHFL,James Walters,1,1,5,1186876800,Great strong flavor,i agree with the company motto a natural obsession i a small bag at the local store immediately bought in bulk online to save about 30 percent the flavor of is very strong so they best paired with a food that a very mild flavor like steamed vegetables or plain grain bread otherwise they compete or clash with the other food
614,615,B000G6RYNE,A3RO3CGZ9MWA1I,L. Cabrera,1,1,5,1178236800,yummy for your tummy,the new york cheddar flavor is favorite of all the kettle brand potato flavorful crunchy will your mouth happy unfortunately it may do the opposite to your backside so do n't do what mom did an entire bag on an empty or you may spend the afternoon in the bathroom. i still give it a 5 of 5 stars. also the online price at amazon is better than anywhere else i 've combined with amazon prime you 'll be getting a great deal on
615,616,B000G6RYNE,A37D5847LN3WQ,Wildcat Fan,3,4,4,1211414400,Best Chips Out There!,new favorite ! i always a fan of but honey dijons replaced as new number one ! they do a strong taste so loving the honey mustard flavor is a if you hope to like price wise ... i do not see that they that much of a deal i purchased for $ 2.99 at the grocery with no i would given the product 5 stars ( easily ) had it not for the price the taste is fabulous -- you wo n't be disappointed
616,617,B000G6RYNE,A1GV4HEM6XZC06,Catherine Taylor,3,4,5,1197936000,These chips tasted good,were good i ended up eating a bag a day for a while cause they were so good i glad that they do not any dextrose in like lays do
617,618,B000G6RYNE,ABCXJIXC6Q6EB,Arthur Kang,3,4,5,1194307200,awesome chips,the best out there .. nothing beat this taste if you like honey mustard then you will definitely like this .. once you it you wont stop .. addicting stuff
618,619,B000G6RYNE,A3MTY0ZE9WYJHL,"Earl M. Rce ""ezdouble07""",3,4,3,1191110400,I dont know if...,i dont know if they were fresh or if they were supposed to taste like they did i checked the expiration date it was current but still tasted kind of stale to me ! ! !
619,620,B000G6RYNE,A3E9OJWHMXMYYF,AnneSAHM,3,4,5,1180310400,Delicious!,at first i was thinking cheese flavored ? but i love the herbs they used just delicious the cheese is not overpowering they yummy crispy ! !
620,621,B000G6RYNE,A2PYL0PSX5MQYQ,JS from Maryland,5,7,2,1306281600,Kettle Foods Spicy Thai Chips,the spicy thai used to be the best tasting on the market however kettle foods changed the ingredients used with ginger being the most important that is now missing notice that they removed ginger with attitude from the bag sadly the changing of the ingredients ruined the for me they n't that good anymore the spice level is virtually non-existent. the original new ingredient listings : original ingredients select potatoes safflower and/or sunflower honey powder ( evaporated cane syrup honey ) powder jalapeno pepper ground ginger onion powder habanero pepper dried parsley citric acid cilantro extract ginger cayenne pepper white pepper lime new ingredients potatoes safflower and/or sunflower sugar dried cane syrup maltodextrin yeast extract spices powder onion powder dried parsley jalapeno powder citric acid natural flavors lime extract i 'm assuming they changed the ingredients in order to cut costs for their new owner blue diamond they might want to get rid of great taste from their bags as i do n't consider maltodextrin to be very natural. great job kettle ! way to ruin a great thing !
621,622,B000G6RYNE,A2J4K5SCKZH38C,T. Nelson,5,7,1,1297900800,Expired stock,i was sent 3 past fresh by date stock noticeably not fresh in taste wo n't order again. edit : just to add to the dangers of expired stock one of the bags had a rat hole in it black marks on inside of hole very obviously rat unfortunately i put a chip in mouth before i saw the hole. very bad form amazon
622,623,B000G6RYNE,ADS5APY1NKTL4,"D. Pawl ""Dani""",5,7,5,1175040000,these potato chips are yummy....,i try to be good but when i feel like indulging in some delicious gourmet potato new york chedder potato the first flavor i like to for when i see at the natural food store the tangy crunchy satisfy your potato chip fix like no other brand
623,624,B000G6RYNE,AKGQ6RM68SQY1,"Catherine Diane ""CDI""",2,3,1,1336521600,ONLY awful because SOMETIMES they are awful,that is the problem i order by the case of 12 - when they good which is over half the they the best kettle chip the best ! then i get a case of the worse - the potatos mealy old so i just throw out order again expensive but when they made with good fresh potatos they the best - the last case is what prompted me to write this - the potatos were weird - like they were almost sour as in going bad - i even wrote the company that makes - so if you want the best kettle chip there is try if the ones you get not the best try again ! i done ordering because it is creeping me out that they using soured potatos either not noticing or not caring
624,625,B000G6RYNE,A3TA1UJWRJF9NC,jschristian44,2,3,4,1283472000,4 Stars for price and taste,i got the sea from kettle i used to the in the white bag if i allowed to say that anyways first impression for this is wow at all the you get for the price i got the 9 0z x 12 bags wow it is so for the price you tell they high quality just from the packaging also well being used to the cheaper i was n't expecting how mellow things the ones i used to a really sour taste to which i did n't mind but they had tons of flavor do n't any sour to at all taste just like but a lot less strong aftertaste if you want to try out i suggest you try out first so for the price how you get definately it they thick crunchy like the more expensive you get at high quality restaurants i recommend 4 stars
625,626,B000G6RYNE,A3M174IC0VXOS2,Gail Cooke,2,3,5,1245024000,"CRISPY, CRUNCHY, AND ROBUST",we 've long enjoyed this brand of chip so when we began to think seriously about limiting out intake we were particularly pleased to find granted i bought somewhat reluctantly because i 'm a confirmed salt-aholic generously sprinkling it on everything from eggs to green beans i was more than pleasantly surprised as a very satisfying robust taste crispy to boot. how nice to be able to munch on without worrying about too much
626,627,B000G6RYNE,A2FVD05Z2FYW1P,J. Silva,2,3,4,1243987200,Tangy and delicious snack,for those love potato this is the one to choose the flavor is zippy tart with no unpleasant chemical aftertaste like the less natural versions of this snack the 2-ounce bags just right to share at lunch the a little greasy that 's why i 've given 4 stars instead of 5
627,628,B000G6RYNE,A3M2VGWFJGRUOH,Eco-Friendly Interior Designer,2,3,5,1217980800,Best Chip,kettle lightly slated favorite on the market i do n't care for the fancy flavors salted just right thick super crunchy of flavor they the best !
628,629,B000G6RYNE,A28HKCWJ7YF2AI,Punim,2,3,3,1198195200,Not low salt,tasty but not what i expected from a low item they seem as salty as any regular potato chip they also seem excessively greasy by comparison cape cod reduced fat less salty with at least as much potato flavor far less greasy
629,630,B000G6RYNE,A36QQYEW0AMJEO,"Desperado ""Ron""",2,3,5,1193443200,Best Chips I've Ever Tasted,fantastic tasting potato i love the individual bags great for kids adults too no trans fat no cholesterol no artifical stuff. low in sodium high in potassium which is great for people like me with hbp. only problem is amazon is out of stock some times price is high
630,631,B000G6RYNE,A1IVFBJA9KAI1M,Shane Martin,2,3,4,1191369600,Tasty!,the in a large box with individually wrapped bags of the bags very strong - much thicker than say lay 's potato chip bags inside very tasty kettle salted just right because appear to be in an actual kettle some more than others which gives it a more non-manufactured feel some people may not like that. i reccomend !
631,632,B000G6RYNE,A16Q0OV7CIPQC0,Steffanee Holt,0,0,5,1350345600,Love the smaller bags!,8 yo is a kettle chip addict so i was so happy to find snack size bags for his lunch ! ! ! great quality much cheaper than in the stores ! ! ! will definitely be buying more !
632,633,B000G6RYNE,A2OL5WLCNZVD9K,nonpareil,0,0,3,1347408000,Things you need to know,yes they good however they absolutely inundated with the flavoring stuff which is initially satisfying then becomes too much certainly is n't good for the waistline or general nutritional the package ca n't be opened without a sharp implement i could n't pull it apart at the top as i used to i do n't normally carry a knife or scissors do n't rodent teeth well i was hungry was able to rip the bag using car key even then the bag was * wow * thick tough. on the package it says krinkle cut turns out that means the corrugated kind not what i wanted i do n't ripple/ridged style any more because they the skin off the roof of mouth so this information is important. good but so other brands with which i do n't problems
633,634,B000G6RYNE,A1I29JSIGJNWKH,"John G. Edwards ""homiedog""",0,0,5,1347062400,I made a mistake.....,this may sound rediculous but i actually ordered the wrong brand of potato when i ordered kettle-brand jalapeno at the i placed order i could n't remember the name of the jalapeno that i had recently discovered liked the kettle-brand were packaged in a similarly-colored bag but it all worked out for the best because i do really like the kettle-brand of jalapeno will happily munch away on during upcoming tv football games when i run out ( probably sometime next year ! ) i will likey purchase miss vicky brand of jalapeno i plan to try the other flavors of kettle-brand imho kettle-brand excellent i recommend to all potato chip 'affection-ados'. sincerely § homiedog §
634,635,B000G6RYNE,A28870VSBU9LDQ,Brian Bean,0,0,3,1344902400,Ok but Miss Vickie's Are Better,miss vickies better but unfortunately less widely available i 'm not sure tough is the right word but there is a noticeable difference between the two brands miss vickie 's better imho
635,636,B000G6RYNE,A2Y0FKOY6WE0NQ,Meg,0,0,3,1338163200,"Do they have to ""bite back""?",i want to like kettle because they contain no corn or soybean ( which gmo also kids allergic to corn soy ) but darnit things bite back ! on the plus side the sharpness of may keep you from mindlessly enjoying too on the minus side a mouthful of cuts scratches is not it do they to be so hard crunchy ? what 's wrong with light crispy ? i vastly prefer lay 's texture but suffer with kettle due to the absense of gmos corn/soy i wish they 'd out with something less harsh on the mouth though
636,637,B000G6RYNE,ACJW2YSBG2HA1,i am me,0,0,4,1336694400,These chips are awesome if not best but....,i think awesome if not the best with poor brothers vinager but if you buy spicy thai in a smaller bag it might too much of the flavor ( at the bottom of the bag ) in it then the larger bag at least that was experience last i bought off amazon but that was like in 2010 so i would suggest trying spicy thai in a bag bigger then 5 ounces
637,638,B000G6RYNE,A1J5HHOPXZ6UNF,Chris,0,0,4,1336608000,kettle chips,this kettle taste good crispy & crunchy too ! u will enjoy it also ! moreover it 's thinly cut & sliced !
638,639,B000G6RYNE,A2W1A5GK4A03ZT,"M. Gonzales ""emelgee""",0,0,5,1336262400,GREAT DEAL,i knew family already liked so it was a no brainer to advantage of a great price for good the price per bag ca n't be beat if you order with subscribe save the good thing is you always change the delivery interval if you notice you quicker or slower than you anticipated
639,640,B001EPPFGO,A1RZ4VH27NLDGS,"Jeremy Morgan ""A good book on your shelf is a...",0,0,5,1334534400,What a great tea at this price,this is a delicious tea ! i 'm just now becoming a tea geek really exploring the stuff i like earl grey is amongst the top especially with bergamot. the problem i find is the amount of bergamot added is usually too little or too much. this one is perfect ! i really like the balance in the flavor i do n't add anything to this tea just a part of a teaspoon in a cup in 2-3 minutes it 's ready. tastes like an expensive tea but priced like lipton definitely recommend it for fans of earl grey with a kick !
640,641,B001EPPFGO,ARMHQHFZZII2S,"Anil ""Anil O.""",0,0,5,1326499200,delicious,i bought this tea as an alternative to very pricey black teas i a cup every morning very smooth refreshing tea
641,642,B001EPPFGO,AXSDHRCTHLA7V,hans heinsbroek,0,0,5,1322006400,Great well balanced Earl Grey,the tea tin is guarding the aroma very well. the taste is beautiful : the malva flowers do soften the taste the amount of bergamot is just right. the first i used too much tea soaked it for too long ( i used as reference darjeeling ftgfop first flush ) then i save on the quantity of tea leaves soak the tea for only two minutes. a delight : the best earl grey i ever had the price is very competitive
642,643,B001EPPFGO,A4RC31AVN5LWJ,"Zoran Dzeletovic ""dzela""",0,0,5,1309910400,Best Earl Grey ever,pros : - extremely fragrant - bodied - be steeped twice - nice air-tight container - organic cons : - price the tao of tea blue flower earl grey black tea is the best earl grey i ever tasted i would recommend it to anyone. a href= http : //www.amazon.com/gp/product/b001eppfgo the tao of tea blue flower earl grey black tea loose leaf 3.5-ounce tins ( pack of 2 ) /a
643,644,B001EPPFGO,AZ2NEHE8TNRUW,prb in California,0,0,5,1295568000,favorite Earl Grey tea,after a lifetime of tea drinking i honestly say that this is the best earl grey i ever tasted i ordered it a number of times each batch is consistently excellent i even given it as a as its container is superb for keeping loose tea fresh the metal an inner lid that is lifted with its own attached knob so the tea stays dry fresh for the length of it takes to use it up do yourself a favor if you like earl grey treat yourself to this tea
644,645,B007F96QQQ,A3TXK9O5IP3CWQ,Evelyn,0,0,5,1339804800,Delicious,biscuits delicious not too sweet with just enough crunch we love quick delivery we would order again very satisfied
645,646,B002HQH04O,ATGPKFUEPU3UU,Judith Mariani,0,0,5,1325462400,The best,excellent lo-fat lo- calorie treat for i a german shorthair pointer-and treats her favorite ( the organic peanut butter cookies for smaller but she loves them-and for weight-control i like ! )
646,647,B002HQH04O,A2ZP7F2XXKGUCR,S. Block,0,0,5,1309132800,A HUGE Success,male maltese dog had enjoying the old roy 's puppy biscuits from walmart then i could n't find i was desperate to find a treat that would measure up i ordered six bags of the peanut butter crossed fingers. they arrived little loves he gets one heart-shaped biscuit at bedtime he sleeps in a crate when he hears me touch the bag of treats he beats a path to his crate in high excitement they a big hit with him they well the price they high quality i even smell peanuts in
647,648,B0025Z7CGI,A36FYX8CUVHD7A,"J. arroyo ""GOLF NUT""",1,5,5,1323388800,For your Health,this product does a great job of clearing out the kidneys it helped husband feel better even though he is in early renal failure
648,649,B007SESJWC,ADC5ZCN8OLFO1,Gillian B. McArthur,0,0,5,1335052800,Shrimp stir fry,love this with a bag of shrimp 3/4 pound some stir fry veges a little onion chopped not too hot but very tasty
649,650,B001EPPCNK,AY1EF0GOH80EK,Natasha Stryker,0,0,4,1349395200,Do not taste from bottle! Mix with vanilla for true flavor.,so i got this tasted it strait out of the bottle it tasted like smoky flavored milk - yuck ! i was depressed i was stuck with 4 bottles of this it sat on shelf i forgot about it last weekend i tasted a zevia cream soda was not pleased with the flavor it tasted weird smokey like the lorann i had gotten i to doctor up the soda with a little sf vanilla torani syrup a tablespoon of heavy cream - it tasted amazing ! ! ! the odd smokiness was it had a wonderful rich mouthfeel. so i wanted to see if this would help the lorann too i put a cup of whipping cream in a bowl added a teaspoon of vanilla tasted it it tasted fine then i added one drop of the it is very strong stirred it in - it tasted so much better ! i whipped it up put it on fruit it was such a treat. now i will always whip a drop of it with vanilla into desserts whip cream it was such a happy accident to find out how to use it when added to vanilla it really adds a new depth of flavor tastes so different than just out of the bottle or on its own in cream. it is very potent so only use a drop increase after tasting if you add too much it will ruin the recipe so use a light touch
650,651,B001EPPCNK,A2DLQ100P4PBMM,"Bill ""whuebl""",0,0,5,1298851200,Bavarian Creme Flavor Oil,we up a coffee creamer with 1/4 part commercial coffee creamer vanilla butter creme almond bavarian creme flavors the rest milk it tastes wonderful is half the price of store-bought ! it is excellent !
651,652,B002U56JXU,AR1T36GLLAFFX,Scott FS,0,0,5,1330560000,The oldest soft drink is still the best!,i 'm from detroit i was raised on vernor 's ginger ale once i moved to california though i found it difficult to find vernor 's it would pop up there then disappear i guess without advertising it just never found a home. i prefer the plastic bottles but the ideal size is the 16.9 oz ( 500 ml ) or the one liter the problem with the two liter size is that it takes one person ( me ) too long to drink it letting it flat. in any case vernor 's is unique in that it is aged in oak for three years i think that imparts a great unique flavor. i wish it would catch on again become available more widely. ( recently i did see it on sale in redwood city in california 's bay area south of san francisco the next day it was !
652,653,B002U56JXU,A6GMEO3VRY51S,microjoe,0,0,5,1294272000,Made in Michigan since 1866,i like vernor 's drink it all the it is old drink from michigan 1866 the labeling was known for its lovely green colors the gnome character if you look at the it is actually called ginger soda instead of ale is different than typical ginger ale in taste vernors a strong vanilla presence is smoother more moist sweeter than a ginger ale it is closer to a cream soda than ginger ale very good a ginger ale is more dry higher in carbonation a spicier bite to it vernors 39 grams sugar per versus 33 grams per for schweppes ginger ale neither caffeine. the recipe changed a bit over the years mostly in the choice of sweeteners they use the same high fructose corn syrup that the cost-cutting mega soda companies use rather than the cane sugar they used to use the down side to that is that the corn syrup syrup drowns out some of the flavors microbrews using cane sugar again although it costs more to get a better taste vernor 's is still aged in oak barrels for 3 years no doubt accounting for the smoothness all in all a great soda for anytime the soda is also known like other ginger drinks for its use as a home remedy for an upset vernor 's is a regional soda there areas of the country you ca n't find it in that is why it sells they may be selling it in glass bottles again soon at least there is a page that says so the day i writing this comment search at amazon for asin : b001jk2seg to see what i mean vernors quite a history there two books at amazon about the soda the first is vernor 's ginger ale ( images of america : michigan ) isbn-10 : 0738551856 the second book is the vernor 's story : from gnomes to now isbn-10 : 0472066978 a book about the company 's marketing green packaging with the famous gnome vernor 's fans
653,654,B002BCD2OG,A2ZE5ICI6LWAZ0,"Debra Schiff ""http://hereandthere123.blogspot...",27,27,5,1259193600,"Caramel flavor, excellent for baking and toppings (tips for using agave, too)",if you want to find a good flavor substitute for maple syrup barley malt or brown syrup this will do nicely i use madhava 's agave nectar in baked all the always pleased with the results at the i 'm writing this amazon was out of stock as a vendor however when it was in stock it was priced well for the 2-pack. other than baking i 've used it to top waffles pancakes in small doses ( 1/2 teaspoon ) added it to oatmeal a little goes a long way. using agave nectar : use 1/3 to 1/2 less agave nectar than you would another sweetener ( depending on your taste the recipe recipes with dried fruit need much less ) cut the heat in the oven by 25 degrees ; if there is in the recipe cut it by 1/3 ( alternately use a tablespoon or two of sifted to absorb more of the liquid -- just do n't use too much or your recipe will be dry ) additionally when baking sure to mix it with the ingredients prior to adding it to the dry most bakers might already know this but remember to read recipes first because sugar is typically added with dry ingredients ( unless beaten with butter first ) agave nectar does not crystalize like other sugars do so you wo n't be able to substitute it for corn syrup in hard however i highly recommend it for baking it makes everything moister. if you looking for less caramel flavor you 'll need to use the light version of this product ( equally good in all applications )
654,655,B002BCD2OG,A2LYOW4YW8R2HO,Richard C. Washburn,12,12,4,1292371200,These weigh 46 oz. NOT 46 fluid ounces,good quality nectar very tasty. however i was expecting 46 fluid ounces not 46 ounces in weight. i find that 46 ounces in weight makes about 32 fluid ounces
655,656,B002BCD2OG,A18TQ3KJY1J015,"P. Ernst ""4beanerboy""",8,8,5,1265241600,Great buy!,first i 've ever used agave nectar -- it is great keeps the blood sugar stable great buy also !
656,657,B002BCD2OG,A1Q1AUJ3E43I8G,purple lotus,1,1,5,1288656000,excellent sweetner,this sweetner is the best it brings out the true flavors in what ever you add it to it great health benefts
657,658,B002BCD2OG,A3U58GFUQAOZLE,Jani Hager,1,1,5,1287100800,Agave syrup,i love this stuff it sweetens without affecting the blood glucose levels now if i could only figure out how to tequila i would be set just kidding
658,659,B002BCD2OG,AUI3N3A5AYO3M,"P. Clifford ""RN2B""",1,1,5,1274227200,Sugar Substitute,i finally found a natural sugar substitute that the added benefit of a low glycemic index agave is delicious ! i recommended it to friends it is very economical to purchase the 46oz bottles
659,660,B002BCD2OG,A2V82V20LFSWD7,J A,0,0,4,1347321600,"Good, but container could be better",i used to buy the wholesome agave like it a little better but switched because it became too expensive so this is the cheeper option the taste is the same but it seems a little less sweet because i find i to use more of it to get the right sweetness in coffee i do n't like the container it does n't pour well so i to pour it into a better squeeze bottle so that i do n't a sticky mess on counter every day it 's fine for the price i continue to it shipped to me every other
660,661,B002BCD2OG,A3NM3RXJ8HI5TC,C. Gibbs,0,0,5,1344297600,Great stuff!,i love using this to sweeten tea coffee it tastes much better than other low glycemic sweeteners - there is no bitter aftertaste
661,662,B002BCD2OG,AINFLXJIMS32P,"Timothy L. Tulewski ""T. McDonald""",0,0,5,1342483200,Healthy Sweetener,i ordered this product two times now very happy with the delivery the product it works great for cooking baking as a substitute sugar in chai lattes
662,663,B002BCD2OG,AQRS0R3YWIMD1,Omar,0,0,5,1341446400,Great way replacing the sugar,i really like this product taste great with the coffee or tea i lost weight by cutting the sugar replacing it with the honey agave nectar
663,664,B002BCD2OG,A11QUNPSCNHY62,N. R. Evans,0,0,4,1339891200,Great substitute sweetener,we using 17-day diet guided by low-glycemic eating for about 6-7 months with fair this amber agave nectar become our primary sweetener because of the low glycemic effect on blood sugar the taste is mellow the sweetening power is higher than sugar [ so you use less ] but without the twang of honey the one thing i not it on ( still using sugar ) is kombucha - i still use sugar as i 'm not sure it would be a good idea to introduce a element into kombucha but actually that may just be own over-caution nothing related to actual chemistry or circumstance. our primary uses sweetening yogurt using it in the little baking i do use in salad dressings fruit desserts because we limiting our sweets consumption we do n't use a lot of this but it 's nice to when we need it i plan to try using it in some homemade jams later this season i buy it on subscription the cost is about 33 % less than the local walmart more than 50 % less than the health food store on this same brand best by date on the bottles i received in may is 2015
664,665,B002BCD2OG,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",0,0,5,1332028800,My Go to sweetner,i so glad i was introduced the this brand of sweetner to replace sugar this is so much better i really like how it sweetens herbal sweet teas without to use too much how it be used in of pancake syrup too learning how to use it what the first thing i had to learn once i learned how to use it i became hooked i would not even look at sugar any more i highly reccomend if you want a clean fresh taste feel to your foods.if you do purchase this sweetner advantage of ship save it will save you of money in the long run
665,666,B002BCD2OG,A2WUBQNGNGWHG5,Cowgirlhardware2011,0,0,5,1331683200,The Best,i love this product ! it is the best natural sweetener i ever i you use also as pancake syrup or as a substitute for honey on your peanut butter honey sandwich it last a long is a good value
666,667,B002BCD2OG,A1TQ9QG6ZXLFVV,1catlover,0,0,5,1329436800,YUMMY,i using agave nectar for months now found it to be a staple in home madhava agave nectar is good tasting it was a good buy !
667,668,B002BCD2OG,A30GTV8XR6ZGTC,"R. Pompei Navarre ""Bull Runner""",0,0,5,1326672000,Healthy Stuff,this stuff is great because it 's low glycemic substitute this to sugar you 'll be your body a great favor this size is economical is fast too i got very soon
668,669,B002BCD2OG,A3HZG65Z2BHCT3,Bill,0,0,5,1322524800,Agave Nectar,save a little money buying in larger quantities as opposed to the smaller bottles i like the taste of agave cross between honey/maple good for pies cereal frozen yogurt
669,670,B002BCD2OG,A3042WJDYJ22S8,"Sunny Side Up ""CoffeeBuzz""",0,0,5,1314230400,Sweet success,this is an awesome product which i 've ordered times honey-like flavored lower glycemic sweetener that 's great in coffee or tea
670,671,B002BCD2OG,AA83QXB39NF8B,Debra Gifford,0,0,5,1312761600,great product,thank you for this product - we use it all the appreciate your promptness the price was excellent thanks again
671,672,B002BCD2OG,AUAXNVACC3MJL,A. Sarich,0,0,5,1311120000,Best price on agave nectar that I've found,i on a low glycemic index diet to help control blood sugar hormone levels nutritionist recommended agave nectar as a sweetener it 's gi index is in the low 30 's as opposed to honey in the low 50 's sugar in the mid-50 's i 've supermarkets health food stores wholesale clubs the prices usually around $ 13 for a 32oz bottle this is $ 19ish for 2x46oz it 's used like honey - substitute 2/3c for every 1c sugar reduce liquids by 1/4th. i also use it in a carrot recipe ( equal substitution ) instead of sugar where i substitute instead of white i do n't decrease the other liquids it 's delicious you 'd never know that 's it 's actually good for you
672,673,B002BCD2OG,A3IJP7JXMWEPB1,adzam,1,8,1,1308355200,How this could be good?,i very disappointed with this product because i could not see how calories it at the i ordered it i received it now i see it 60 calories per tablespoon granulated sugar only 45 calories per tablespoon how could agave nectar be better than sugar ?
673,674,B00112B9T2,A2CFBLKI8YMK24,Atlantis,0,0,5,1245110400,Best tea I ever had,i was out to dinner with friends & family at the saloon in rte 46 entertainment complex in sanford fl an awesome staff ( ask for keith ) fabulous food ( the escargot is a ) they serve china mist tea this is the 1st i chose the tropical organic green -- i no doubt it is the best flavored tea i ever had
674,675,B000G6MBX2,A1IRCA0BTW0LLD,Smart,4,4,5,1178928000,That's a spicy!,if you 've the conventional kettle crinkle chip verson peper you ca n't compare to those ! easily some of the most spicy you will ever but oompletely enjoyable you finish the bag the indside is just coated with spices great stuff
675,676,B000G6MBX2,A2UFC8M91UFRX9,"HH ""h_squared""",5,6,5,1177891200,Who needs salsa when chips taste this good?,the best tasting tortilla i ever had ! i become allergic to but i love tortilla there is so much flavor in that i no miss pico de gallo i prefer to plain they also just the right amount of heat to flovorful but not overpoweringly spicy
676,677,B000G6MBX2,A3QFVEQNX2FQ8P,"Deja Vu ""Angela""",2,2,5,1261526400,Delicious!,potato delicious ! i not had potato in approximately two years as it difficult to find organic amazon lowered the price on i finally had a chance to order i most definitely will be ordering again ! family i love they pure void of all artificial flavorings the true flavor is present it satisifies the need for something salty sweet spicy crunchy a++++
677,678,B000G6MBX2,A181BEPNIVQWB1,"mendomom ""mendomom""",2,2,4,1208649600,Organic yummy chips what more can you ask for,a great snack if you do n't want all the junk assiciated with try you 'll like
678,679,B000G6MBX2,A1UJ6I72N22HT7,"S. Andrews ""Sunsh!ne""",2,2,4,1207612800,Very different flavor,i love the flavor is not plain they sweet spicy all at the same the only drawback is it a tad bit too much but it still a great flavor !
679,680,B000G6MBX2,A386PFEJWL73X5,L. Hulse,2,2,5,1185062400,These are the best widely available bbq chips!,thesedo n't like hot food they might be a bit much for you they a great balance of sweetness spice of course kettle just good - they use good to even the plain ones tasty i also like that they ridged - those usually too crunchy hard to chew for me - i do n't want to to work that hard for deliciousness if you like spicy barbecue you will definitely like
680,681,B000G6MBX2,A2MIJOZVTWEXP2,"TG ""Tigris""",4,5,5,1187740800,My favorite chips from Kettle!!,just the right amount of spice to hot they also sweet ! very hard to find in new not just one bag around ! !
